person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_status
61,62090,MORTGAGE,2.8,EDUCATION,C,3114,10.31,0.05,Y,15,0
34,81828,RENT,14.3,VENTURE,A,30916,13.17,0.378,N,10,0
31,68522,RENT,13.3,DEBTCONSOLIDATION,A,4860,7.22,0.071,N,11,0
34,59728,RENT,3.5,EDUCATION,A,34590,9.22,0.579,Y,27,0
53,34938,MORTGAGE,2.3,DEBTCONSOLIDATION,A,25929,10.87,0.742,Y,28,1
44,97463,MORTGAGE,10.1,PERSONAL,D,26099,9.16,0.268,N,7,1
63,24179,RENT,5.5,EDUCATION,B,24099,9.78,0.997,Y,9,1
64,65875,RENT,4.0,HOMEIMPROVEMENT,B,4560,10.94,0.069,N,24,0
41,41938,MORTGAGE,5.8,EDUCATION,D,11238,6.01,0.268,N,7,0
29,54078,RENT,14.6,VENTURE,A,11957,5.23,0.221,N,26,0
25,67028,MORTGAGE,9.2,PERSONAL,B,14361,11.67,0.214,N,20,0
27,45625,MORTGAGE,6.9,DEBTCONSOLIDATION,A,33606,15.79,0.737,Y,27,1
32,97873,RENT,5.4,MEDICAL,C,29992,12.09,0.306,N,2,1
39,113356,RENT,10.2,PERSONAL,B,25057,9.61,0.221,N,9,0
53,19848,RENT,5.3,VENTURE,B,6742,8.27,0.34,N,11,0
63,33028,RENT,8.2,DEBTCONSOLIDATION,A,12138,8.24,0.368,N,21,0
58,55418,RENT,3.6,MEDICAL,B,11464,13.71,0.207,N,2,0
59,75953,RENT,2.6,EDUCATION,C,7828,15.77,0.103,N,6,1
22,33928,RENT,,EDUCATION,E,8911,14.72,0.263,N,2,0
28,46518,MORTGAGE,5.4,EDUCATION,D,2954,7.4,0.064,N,19,1
57,47434,OWN,9.5,VENTURE,E,8772,12.24,0.185,N,9,0
45,71766,MORTGAGE,4.3,MEDICAL,A,9782,8.19,0.136,N,22,0
49,53715,RENT,,MEDICAL,D,33697,10.18,0.627,Y,11,0
56,74939,MORTGAGE,5.1,PERSONAL,C,13014,8.97,0.174,Y,20,1
62,39070,MORTGAGE,7.5,MEDICAL,A,17024,11.53,0.436,N,6,1
27,47790,RENT,4.2,EDUCATION,E,10579,15.94,0.221,N,29,0
32,113567,MORTGAGE,,PERSONAL,D,15939,9.77,0.14,N,5,1
43,41934,MORTGAGE,2.7,PERSONAL,B,20917,10.58,0.499,N,22,1
50,39682,MORTGAGE,9.4,EDUCATION,C,12680,16.41,0.32,N,13,1
46,17688,RENT,,MEDICAL,C,1640,9.63,0.093,Y,19,0
37,54006,OWN,3.8,PERSONAL,D,16548,11.06,0.306,N,27,1
49,55921,RENT,3.8,VENTURE,D,19294,7.39,0.345,N,2,0
64,19467,MORTGAGE,9.8,PERSONAL,C,17197,23.38,0.883,N,28,1
22,75599,MORTGAGE,1.6,EDUCATION,C,6205,14.14,0.082,N,22,1
52,60185,MORTGAGE,4.2,VENTURE,A,17119,15.74,0.284,N,22,1
26,26399,RENT,2.1,HOMEIMPROVEMENT,F,8702,9.61,0.33,N,4,1
33,61893,MORTGAGE,5.4,PERSONAL,C,8945,9.74,0.145,N,18,0
24,71282,RENT,1.0,VENTURE,E,8218,14.38,0.115,N,6,0
60,59574,RENT,13.3,MEDICAL,A,5286,10.16,0.089,N,26,0
60,29311,MORTGAGE,7.2,EDUCATION,A,8673,13.34,0.296,Y,22,1
53,17155,RENT,2.3,PERSONAL,B,33994,10.71,1.982,N,24,1
24,53615,RENT,0.4,VENTURE,C,21077,10.3,0.393,N,14,1
52,125713,RENT,14.8,EDUCATION,A,18299,13.7,0.146,N,29,0
37,27109,RENT,1.7,DEBTCONSOLIDATION,B,31633,6.18,1.167,N,6,0
42,53159,RENT,17.6,HOMEIMPROVEMENT,B,12285,10.0,0.231,N,23,1
28,46918,MORTGAGE,12.2,MEDICAL,B,29415,9.14,0.627,N,25,0
25,44663,MORTGAGE,4.5,DEBTCONSOLIDATION,B,23324,11.99,0.522,N,26,0
62,25756,MORTGAGE,,VENTURE,D,33464,8.87,1.299,N,17,1
22,61704,OWN,4.0,PERSONAL,B,13843,7.91,0.224,N,20,1
60,33304,RENT,15.3,EDUCATION,B,34787,18.1,1.045,N,21,0
44,16661,RENT,7.5,VENTURE,C,23469,14.68,1.409,N,27,1
64,35392,OWN,1.7,EDUCATION,C,16240,8.66,0.459,Y,29,1
52,110358,RENT,3.0,MEDICAL,A,32809,9.11,0.297,Y,22,0
58,33015,RENT,5.8,MEDICAL,E,19384,9.52,0.587,N,8,0
28,42366,OWN,5.4,VENTURE,E,24198,,0.571,N,6,1
44,96335,RENT,1.3,MEDICAL,D,3431,,0.036,N,3,0
31,24626,RENT,7.1,EDUCATION,B,3113,13.9,0.126,N,20,1
43,49654,MORTGAGE,8.4,MEDICAL,B,9516,15.59,0.192,N,5,1
50,81342,RENT,8.7,MEDICAL,A,6457,8.38,0.079,N,8,1
28,33959,RENT,12.6,DEBTCONSOLIDATION,C,19084,15.41,0.562,N,21,0
23,31517,RENT,2.0,VENTURE,C,24226,8.57,0.769,N,20,0
25,36771,RENT,5.6,EDUCATION,A,1716,12.33,0.047,Y,20,0
20,65692,RENT,,MEDICAL,A,15882,11.23,0.242,N,6,0
48,52000,MORTGAGE,4.9,DEBTCONSOLIDATION,A,1808,11.83,0.035,N,12,0
26,247862,RENT,,EDUCATION,B,24485,5.42,0.099,N,17,0
47,43383,OWN,15.5,EDUCATION,B,1893,8.0,0.044,Y,15,0
30,59270,MORTGAGE,9.9,PERSONAL,A,23737,12.04,0.4,N,4,1
29,55037,OTHER,2.8,MEDICAL,D,4447,5.0,0.081,N,21,0
23,92112,OWN,4.3,PERSONAL,A,25926,7.52,0.281,N,4,0
38,43466,RENT,10.8,PERSONAL,B,32765,9.68,0.754,Y,15,1
43,85547,MORTGAGE,0.9,HOMEIMPROVEMENT,G,3221,18.24,0.038,N,18,0
50,46326,MORTGAGE,4.5,DEBTCONSOLIDATION,G,10617,14.7,0.229,N,29,0
41,73845,MORTGAGE,2.2,MEDICAL,C,25109,9.75,0.34,N,29,0
22,54362,RENT,22.0,MEDICAL,C,5621,14.15,0.103,Y,28,0
56,88802,RENT,9.9,PERSONAL,C,10713,9.43,0.121,N,26,0
54,33390,RENT,4.4,MEDICAL,A,14371,,0.43,N,12,0
45,26008,RENT,7.2,HOMEIMPROVEMENT,F,26231,12.58,1.009,Y,27,0
35,33344,MORTGAGE,25.5,MEDICAL,G,19913,10.91,0.597,N,29,1
47,36575,OWN,1.0,EDUCATION,C,18323,10.75,0.501,N,27,0
24,30395,MORTGAGE,4.9,PERSONAL,A,31442,14.53,1.034,N,14,0
39,32373,OWN,2.2,PERSONAL,D,21929,9.28,0.677,N,10,1
57,32147,RENT,0.2,VENTURE,B,1095,8.7,0.034,Y,3,0
43,38059,MORTGAGE,0.9,MEDICAL,A,20989,10.2,0.551,Y,12,0
34,71253,MORTGAGE,12.2,VENTURE,C,15915,13.89,0.223,N,19,0
56,63667,RENT,6.0,MEDICAL,C,30611,12.77,0.481,Y,9,1
22,75523,OWN,,EDUCATION,C,30510,8.34,0.404,N,7,0
52,68229,MORTGAGE,12.6,HOMEIMPROVEMENT,E,9210,10.83,0.135,N,18,0
38,39739,RENT,3.4,VENTURE,C,13063,10.13,0.329,N,24,1
61,71886,OWN,6.4,DEBTCONSOLIDATION,B,7810,6.71,0.109,N,2,0
24,41805,RENT,7.3,PERSONAL,D,10521,13.16,0.252,N,24,0
43,21527,OWN,,MEDICAL,C,4645,9.07,0.216,N,3,1
26,49485,MORTGAGE,6.2,HOMEIMPROVEMENT,A,34752,12.05,0.702,Y,5,0
44,45561,OWN,12.6,VENTURE,E,21502,9.52,0.472,N,9,0
23,32339,MORTGAGE,5.6,PERSONAL,B,9904,9.8,0.306,Y,21,1
36,15731,RENT,8.7,MEDICAL,B,21884,7.12,1.391,N,5,1
48,61860,RENT,8.3,PERSONAL,B,17968,,0.29,N,9,0
20,63857,RENT,3.4,HOMEIMPROVEMENT,C,2727,12.75,0.043,N,26,0
52,21527,MORTGAGE,,DEBTCONSOLIDATION,B,13143,14.76,0.611,N,18,0
46,50538,MORTGAGE,6.3,HOMEIMPROVEMENT,A,24655,6.73,0.488,N,27,1
59,72181,OWN,4.2,PERSONAL,C,31116,7.1,0.431,Y,5,0
59,82968,MORTGAGE,2.5,VENTURE,A,25156,6.88,0.303,N,8,0
57,43537,MORTGAGE,2.6,EDUCATION,A,33518,8.75,0.77,N,11,0
37,43014,RENT,4.7,MEDICAL,C,19252,10.52,0.448,Y,20,1
32,84851,MORTGAGE,6.7,DEBTCONSOLIDATION,A,33858,7.85,0.399,Y,8,0
52,25049,RENT,3.5,EDUCATION,B,2415,12.81,0.096,N,19,0
26,50417,RENT,3.3,HOMEIMPROVEMENT,C,26293,14.92,0.522,N,14,0
29,72079,MORTGAGE,,HOMEIMPROVEMENT,B,34624,11.05,0.48,N,2,0
48,65900,RENT,1.6,EDUCATION,A,33626,10.23,0.51,N,27,1
37,20676,OTHER,6.6,VENTURE,A,2370,9.81,0.115,N,8,1
21,15081,RENT,10.1,VENTURE,B,32039,14.8,2.124,N,22,1
25,25002,OWN,0.7,MEDICAL,B,9186,13.17,0.367,N,26,0
38,51181,MORTGAGE,3.1,PERSONAL,F,15352,12.45,0.3,N,3,1
30,69045,MORTGAGE,,MEDICAL,F,30872,10.65,0.447,N,10,1
29,33393,RENT,1.5,PERSONAL,G,3241,13.0,0.097,Y,18,1
62,66462,MORTGAGE,,DEBTCONSOLIDATION,B,8792,13.95,0.132,N,8,0
21,18492,RENT,4.8,DEBTCONSOLIDATION,B,30962,,1.674,N,4,1
31,32071,MORTGAGE,13.0,MEDICAL,D,28904,14.72,0.901,N,9,0
40,55441,MORTGAGE,5.8,HOMEIMPROVEMENT,D,30772,14.44,0.555,Y,11,1
51,60203,RENT,8.2,PERSONAL,F,10354,17.7,0.172,N,16,1
39,27458,MORTGAGE,2.1,DEBTCONSOLIDATION,C,23937,16.49,0.872,N,11,1
27,12683,MORTGAGE,0.7,HOMEIMPROVEMENT,D,15443,11.11,1.218,N,3,0
25,86248,RENT,6.6,DEBTCONSOLIDATION,B,5924,18.55,0.069,N,6,1
49,32589,RENT,1.5,HOMEIMPROVEMENT,B,2053,11.02,0.063,N,16,0
26,59981,MORTGAGE,,EDUCATION,D,19683,15.45,0.328,N,29,0
38,30072,MORTGAGE,2.9,MEDICAL,A,9921,11.2,0.33,N,3,1
49,67357,MORTGAGE,10.3,EDUCATION,C,33111,9.2,0.492,N,29,0
51,243794,OWN,4.7,MEDICAL,C,15685,13.03,0.064,N,21,0
53,27734,RENT,8.3,PERSONAL,D,34143,,1.231,Y,5,1
40,61694,MORTGAGE,5.8,EDUCATION,A,28528,7.32,0.462,N,17,0
61,39498,RENT,21.6,EDUCATION,A,25994,12.81,0.658,N,4,1
31,28988,RENT,4.0,EDUCATION,A,31757,9.96,1.096,N,20,1
64,25709,RENT,9.1,EDUCATION,B,533,5.0,0.021,N,25,0
57,24531,MORTGAGE,8.3,DEBTCONSOLIDATION,A,20602,9.2,0.84,N,21,0
26,45704,RENT,3.5,EDUCATION,C,15880,9.79,0.347,N,26,0
46,40194,MORTGAGE,,EDUCATION,B,26483,13.2,0.659,N,15,0
31,30427,RENT,,EDUCATION,C,11340,10.26,0.373,N,23,0
53,42877,RENT,6.3,PERSONAL,B,24437,14.9,0.57,N,14,1
52,39718,RENT,2.5,HOMEIMPROVEMENT,A,12513,6.14,0.315,N,20,1
21,26548,RENT,10.7,EDUCATION,B,24853,9.23,0.936,N,28,0
57,10848,RENT,4.3,DEBTCONSOLIDATION,E,19415,9.68,1.79,N,6,1
27,54051,MORTGAGE,1.3,DEBTCONSOLIDATION,C,7815,12.56,0.145,N,11,0
59,61034,MORTGAGE,,HOMEIMPROVEMENT,B,12187,7.63,0.2,N,29,0
24,54329,MORTGAGE,1.9,PERSONAL,A,3379,8.3,0.062,N,13,0
21,55016,MORTGAGE,1.8,DEBTCONSOLIDATION,B,29427,8.78,0.535,N,11,1
29,80349,RENT,4.3,PERSONAL,A,13085,7.8,0.163,Y,10,1
22,105215,MORTGAGE,6.6,VENTURE,E,21275,13.28,0.202,N,9,1
50,42771,MORTGAGE,5.0,HOMEIMPROVEMENT,A,25549,5.0,0.597,N,14,0
36,33160,RENT,,DEBTCONSOLIDATION,A,26705,13.77,0.805,N,5,0
64,85923,MORTGAGE,1.0,PERSONAL,E,13633,12.37,0.159,N,12,1
47,44128,RENT,3.4,VENTURE,F,11535,12.39,0.261,N,3,0
27,65264,MORTGAGE,5.1,PERSONAL,B,33505,8.22,0.513,N,7,0
29,120855,RENT,0.6,EDUCATION,A,20016,12.95,0.166,N,14,0
30,54267,MORTGAGE,6.4,EDUCATION,B,6864,10.95,0.126,N,6,0
55,80310,MORTGAGE,7.3,VENTURE,E,25703,16.02,0.32,N,15,0
27,23538,RENT,8.3,PERSONAL,A,18162,10.09,0.772,N,8,0
64,65995,RENT,2.1,DEBTCONSOLIDATION,B,15342,10.34,0.232,N,13,0
26,79203,RENT,5.9,EDUCATION,A,3231,13.22,0.041,Y,12,1
23,45124,MORTGAGE,6.2,MEDICAL,F,26415,12.73,0.585,N,27,1
42,37783,RENT,3.1,VENTURE,A,24935,15.17,0.66,N,24,0
23,55815,MORTGAGE,,EDUCATION,C,32491,9.75,0.582,Y,28,0
58,36585,MORTGAGE,6.5,MEDICAL,C,13886,11.39,0.38,N,28,0
37,5461,RENT,,VENTURE,D,11900,,2.179,N,10,1
58,27945,MORTGAGE,5.9,HOMEIMPROVEMENT,C,14058,13.9,0.503,N,16,0
38,46022,OWN,6.2,DEBTCONSOLIDATION,B,32573,14.17,0.708,N,24,1
41,46816,MORTGAGE,18.3,PERSONAL,B,3929,7.15,0.084,N,3,0
36,44629,MORTGAGE,5.6,PERSONAL,B,14513,12.39,0.325,N,20,0
60,29599,MORTGAGE,4.7,MEDICAL,C,26958,10.46,0.911,N,18,1
32,48474,RENT,2.8,PERSONAL,A,29401,14.79,0.607,N,28,0
29,32909,MORTGAGE,10.2,PERSONAL,B,32257,9.54,0.98,N,29,0
22,85292,MORTGAGE,3.7,DEBTCONSOLIDATION,A,15798,12.7,0.185,N,22,0
35,41059,RENT,,EDUCATION,C,24771,11.0,0.603,Y,15,1
57,71206,RENT,17.7,EDUCATION,A,34513,5.72,0.485,Y,29,1
64,73390,RENT,2.3,VENTURE,A,22373,10.14,0.305,Y,11,0
37,47438,MORTGAGE,2.4,PERSONAL,D,10934,7.86,0.23,N,22,0
43,122976,RENT,12.8,MEDICAL,A,5995,9.0,0.049,N,21,0
56,48006,MORTGAGE,6.5,MEDICAL,A,1222,5.0,0.025,N,16,0
60,23739,MORTGAGE,4.5,MEDICAL,A,32908,15.58,1.386,Y,14,1
38,32703,RENT,0.9,HOMEIMPROVEMENT,D,9466,10.07,0.289,N,26,0
45,65628,OWN,3.7,EDUCATION,C,34255,,0.522,N,5,0
54,47431,MORTGAGE,4.9,VENTURE,A,32056,10.57,0.676,N,25,0
61,53607,MORTGAGE,4.4,DEBTCONSOLIDATION,C,22741,14.22,0.424,N,27,0
39,62509,MORTGAGE,6.5,PERSONAL,C,5751,8.09,0.092,N,6,0
33,88148,OWN,1.4,DEBTCONSOLIDATION,D,7968,10.65,0.09,Y,3,1
46,77577,RENT,8.2,PERSONAL,C,22903,5.39,0.295,N,9,0
43,20988,MORTGAGE,7.3,VENTURE,C,16794,12.03,0.8,Y,25,1
27,102317,MORTGAGE,14.0,MEDICAL,A,5537,10.47,0.054,N,26,0
42,91200,RENT,2.5,PERSONAL,E,32929,5.0,0.361,N,8,0
33,69419,MORTGAGE,6.2,EDUCATION,C,4167,16.56,0.06,N,3,1
48,58505,RENT,,HOMEIMPROVEMENT,A,11921,10.18,0.204,N,20,0
60,50076,MORTGAGE,5.3,MEDICAL,A,34531,11.2,0.69,Y,7,0
29,48879,RENT,7.3,HOMEIMPROVEMENT,D,33432,9.62,0.684,N,13,0
34,113234,MORTGAGE,,MEDICAL,D,11298,11.29,0.1,N,14,0
35,28157,RENT,0.1,PERSONAL,D,30034,12.09,1.067,N,10,0
48,41584,MORTGAGE,8.7,MEDICAL,A,22412,9.83,0.539,Y,18,1
64,58004,RENT,11.2,MEDICAL,A,26774,14.44,0.462,N,19,0
56,44012,RENT,4.0,VENTURE,A,32420,11.32,0.737,Y,7,0
58,45066,RENT,2.4,EDUCATION,D,34006,9.23,0.755,N,23,1
43,96632,MORTGAGE,5.2,HOMEIMPROVEMENT,C,31588,8.62,0.327,N,26,0
54,46656,RENT,1.6,DEBTCONSOLIDATION,E,17308,10.26,0.371,N,26,1
25,33170,RENT,2.1,PERSONAL,B,6495,6.4,0.196,N,3,0
64,67642,RENT,2.3,EDUCATION,B,6437,7.19,0.095,N,11,0
61,53550,MORTGAGE,0.9,VENTURE,D,1520,,0.028,Y,8,1
53,100409,MORTGAGE,2.9,PERSONAL,B,26305,10.52,0.262,Y,26,1
33,37704,MORTGAGE,8.7,DEBTCONSOLIDATION,B,645,14.14,0.017,N,29,0
38,55123,MORTGAGE,6.5,EDUCATION,B,15685,18.51,0.285,N,9,1
46,42618,OWN,2.9,EDUCATION,A,32493,13.38,0.762,N,5,1
54,65410,MORTGAGE,,MEDICAL,B,4439,9.61,0.068,N,12,0
22,20534,MORTGAGE,,EDUCATION,A,9054,11.18,0.441,N,16,0
40,32760,RENT,3.7,DEBTCONSOLIDATION,E,12252,14.58,0.374,Y,23,0
59,23554,RENT,13.2,MEDICAL,B,9018,9.81,0.383,N,14,0
20,50659,MORTGAGE,6.7,HOMEIMPROVEMENT,A,31588,6.96,0.624,N,19,0
26,88431,MORTGAGE,7.5,MEDICAL,A,3999,8.36,0.045,N,27,0
57,32650,MORTGAGE,7.2,PERSONAL,F,33755,11.26,1.034,N,19,1
43,41752,RENT,2.4,DEBTCONSOLIDATION,B,20132,11.85,0.482,N,14,0
37,84083,RENT,1.4,DEBTCONSOLIDATION,F,24486,10.73,0.291,Y,26,0
35,41116,MORTGAGE,12.2,EDUCATION,D,16943,10.6,0.412,N,6,1
53,22608,RENT,,EDUCATION,B,16349,8.33,0.723,N,20,0
50,28528,MORTGAGE,8.0,EDUCATION,C,7643,16.11,0.268,N,9,0
25,97679,RENT,11.1,EDUCATION,C,33732,12.46,0.345,N,8,0
52,44676,RENT,17.8,PERSONAL,A,504,12.54,0.011,N,20,0
51,25217,RENT,4.6,MEDICAL,B,6642,8.85,0.263,Y,12,0
58,37031,RENT,,VENTURE,A,30754,15.46,0.83,N,20,1
33,159199,RENT,7.2,MEDICAL,E,34721,9.87,0.218,Y,12,1
45,45965,MORTGAGE,4.6,MEDICAL,C,15360,5.0,0.334,N,24,1
44,55875,RENT,7.3,EDUCATION,C,9216,6.61,0.165,N,24,1
31,17869,RENT,8.7,EDUCATION,C,4183,8.5,0.234,N,14,0
29,39074,MORTGAGE,3.8,DEBTCONSOLIDATION,A,32262,9.5,0.826,Y,29,1
39,58802,MORTGAGE,1.8,MEDICAL,A,23883,6.26,0.406,N,6,0
24,54717,RENT,2.0,PERSONAL,D,16826,12.97,0.308,N,17,0
23,136749,RENT,3.2,VENTURE,D,5714,13.95,0.042,N,8,0
40,14045,RENT,7.2,DEBTCONSOLIDATION,F,2693,17.56,0.192,N,23,1
45,56083,RENT,3.8,MEDICAL,A,21599,12.12,0.385,N,5,0
57,24882,OWN,1.1,VENTURE,B,4011,5.24,0.161,N,27,0
37,24079,MORTGAGE,,VENTURE,C,11629,10.62,0.483,Y,19,1
34,36758,RENT,1.8,PERSONAL,B,27985,14.38,0.761,N,24,1
33,11674,MORTGAGE,1.2,VENTURE,C,34156,7.15,2.926,N,28,1
47,60078,RENT,17.7,DEBTCONSOLIDATION,A,3097,12.22,0.052,N,8,0
41,49273,RENT,6.1,MEDICAL,D,28738,8.07,0.583,N,20,1
64,64545,RENT,6.1,VENTURE,A,7392,10.61,0.115,N,9,0
26,50185,RENT,6.6,MEDICAL,B,12186,8.61,0.243,Y,11,0
23,48755,RENT,4.7,EDUCATION,D,19444,9.13,0.399,N,15,1
35,116008,MORTGAGE,5.1,EDUCATION,A,24279,5.0,0.209,N,10,0
24,86979,MORTGAGE,16.1,VENTURE,A,31542,10.73,0.363,N,9,0
56,44755,MORTGAGE,1.7,VENTURE,C,9954,5.64,0.222,N,27,0
22,91877,MORTGAGE,11.0,DEBTCONSOLIDATION,F,24813,10.79,0.27,N,4,0
34,103841,RENT,3.5,MEDICAL,D,24275,,0.234,N,23,1
59,24189,RENT,2.9,MEDICAL,A,21200,7.44,0.876,N,23,0
31,50978,RENT,6.7,VENTURE,B,33776,7.24,0.663,N,2,0
28,45330,RENT,5.3,HOMEIMPROVEMENT,F,8734,6.7,0.193,N,4,1
43,44622,RENT,,VENTURE,B,30183,12.34,0.676,N,20,1
56,42305,RENT,6.7,DEBTCONSOLIDATION,B,28451,9.16,0.673,N,27,1
58,45312,RENT,15.3,MEDICAL,D,725,10.29,0.016,N,23,0
56,48532,MORTGAGE,5.2,HOMEIMPROVEMENT,C,25637,,0.528,N,26,0
51,34410,RENT,3.7,DEBTCONSOLIDATION,F,15218,11.44,0.442,N,22,0
28,44456,RENT,,DEBTCONSOLIDATION,F,31844,7.06,0.716,N,3,1
25,26792,MORTGAGE,6.3,VENTURE,D,32234,10.47,1.203,N,14,1
25,23196,MORTGAGE,1.0,MEDICAL,C,33831,18.03,1.458,N,29,1
27,97764,RENT,14.5,EDUCATION,E,31439,10.31,0.322,N,9,1
47,83520,RENT,6.3,MEDICAL,D,19279,11.26,0.231,Y,9,0
40,97856,RENT,4.3,PERSONAL,B,28848,8.95,0.295,N,29,1
36,35447,MORTGAGE,6.0,MEDICAL,C,4829,12.59,0.136,Y,15,0
39,24738,MORTGAGE,6.3,MEDICAL,D,2215,15.26,0.09,N,24,1
48,47030,MORTGAGE,1.5,MEDICAL,E,11720,8.54,0.249,N,29,0
28,140522,OWN,2.1,PERSONAL,B,32289,6.71,0.23,N,16,0
48,19539,RENT,7.2,VENTURE,B,30381,15.06,1.555,Y,14,0
32,27486,RENT,2.1,EDUCATION,B,10306,11.47,0.375,N,15,1
28,81773,MORTGAGE,9.2,MEDICAL,B,22711,8.68,0.278,N,29,0
24,59943,RENT,6.8,MEDICAL,A,25540,9.37,0.426,Y,20,0
62,33810,MORTGAGE,6.9,MEDICAL,A,6622,16.84,0.196,N,12,0
25,44363,RENT,1.3,MEDICAL,B,23155,12.18,0.522,N,12,0
60,35822,MORTGAGE,1.7,DEBTCONSOLIDATION,A,4764,13.12,0.133,Y,9,1
35,72582,MORTGAGE,6.5,EDUCATION,D,28647,8.32,0.395,N,11,0
27,34434,RENT,3.1,VENTURE,C,31078,16.33,0.903,Y,20,1
27,45881,RENT,12.2,PERSONAL,A,26446,14.04,0.576,N,18,1
39,30293,MORTGAGE,1.1,PERSONAL,F,30853,9.27,1.018,N,8,1
35,40945,RENT,10.3,PERSONAL,B,28194,11.54,0.689,N,28,1
21,20312,MORTGAGE,9.3,PERSONAL,E,12638,16.81,0.622,Y,19,1
40,29885,RENT,1.1,DEBTCONSOLIDATION,D,9498,18.08,0.318,N,21,1
30,150660,MORTGAGE,9.0,HOMEIMPROVEMENT,A,26888,11.01,0.178,Y,15,0
39,46125,RENT,1.3,MEDICAL,D,12433,10.34,0.27,Y,7,0
29,77747,RENT,3.6,EDUCATION,A,31435,9.54,0.404,N,13,0
41,71125,MORTGAGE,8.3,VENTURE,C,26619,11.49,0.374,N,13,0
26,44364,MORTGAGE,4.7,VENTURE,C,29027,15.26,0.654,N,13,0
23,89847,RENT,1.0,EDUCATION,D,32362,11.05,0.36,N,6,0
45,84077,RENT,5.8,DEBTCONSOLIDATION,C,25534,14.53,0.304,Y,9,0
37,44534,RENT,6.9,PERSONAL,B,34418,,0.773,N,11,0
54,59133,RENT,5.1,VENTURE,A,13166,17.23,0.223,N,11,0
35,27614,RENT,,PERSONAL,B,8110,13.72,0.294,N,23,0
63,57577,OWN,1.9,EDUCATION,D,33168,7.35,0.576,N,28,0
24,40733,RENT,8.1,VENTURE,D,11737,14.83,0.288,N,14,1
31,40892,RENT,5.9,MEDICAL,A,2096,13.56,0.051,Y,3,0
62,50166,MORTGAGE,1.7,VENTURE,B,4037,,0.08,N,12,1
40,72856,MORTGAGE,1.1,DEBTCONSOLIDATION,B,19068,6.08,0.262,N,22,0
49,133832,MORTGAGE,3.3,VENTURE,A,12838,13.75,0.096,N,16,0
34,44932,RENT,10.2,HOMEIMPROVEMENT,C,33154,7.94,0.738,N,29,1
62,42098,RENT,2.0,PERSONAL,A,8298,14.1,0.197,Y,5,0
35,39813,RENT,4.4,EDUCATION,A,5889,11.4,0.148,N,4,1
58,40607,RENT,2.6,DEBTCONSOLIDATION,A,20054,19.04,0.494,N,16,1
27,39201,RENT,7.3,VENTURE,A,14571,12.76,0.372,N,22,0
63,93378,MORTGAGE,3.1,VENTURE,E,30571,7.69,0.327,Y,19,1
33,48450,RENT,8.5,VENTURE,D,13798,,0.285,N,11,0
20,28189,RENT,3.6,EDUCATION,E,9972,12.29,0.354,N,16,1
43,40257,RENT,3.8,EDUCATION,B,8479,8.26,0.211,N,3,0
42,46912,OWN,3.1,MEDICAL,E,32497,9.0,0.693,N,14,1
29,104230,RENT,11.6,PERSONAL,A,18167,5.99,0.174,Y,17,0
30,114334,OWN,6.6,VENTURE,C,22633,13.55,0.198,N,16,0
27,63548,MORTGAGE,7.9,HOMEIMPROVEMENT,C,7752,8.81,0.122,N,24,0
22,61151,RENT,9.1,MEDICAL,A,20694,5.0,0.338,N,3,0
38,51732,OTHER,1.1,PERSONAL,B,23320,12.5,0.451,N,24,0
57,95671,MORTGAGE,2.4,MEDICAL,B,26926,,0.281,N,6,0
42,30787,RENT,5.1,DEBTCONSOLIDATION,A,17977,8.19,0.584,N,11,0
59,41156,RENT,3.9,DEBTCONSOLIDATION,B,16940,6.04,0.412,N,22,0
22,46164,OWN,4.8,VENTURE,D,27868,9.87,0.604,N,3,1
31,120244,OWN,6.0,EDUCATION,C,17699,13.22,0.147,N,24,1
52,41483,MORTGAGE,6.6,VENTURE,C,32991,17.96,0.795,N,20,1
27,52790,RENT,,DEBTCONSOLIDATION,A,22568,17.08,0.428,N,11,1
25,26695,MORTGAGE,1.5,MEDICAL,B,5465,7.37,0.205,N,29,0
24,57332,MORTGAGE,1.3,PERSONAL,A,24731,5.0,0.431,N,26,0
47,80793,MORTGAGE,13.7,VENTURE,D,32165,8.75,0.398,Y,20,1
40,83166,RENT,1.6,PERSONAL,A,24747,11.51,0.298,N,11,0
59,30438,RENT,7.1,HOMEIMPROVEMENT,B,10895,10.19,0.358,N,6,1
31,61723,RENT,5.5,EDUCATION,D,12120,17.22,0.196,N,19,1
42,50045,MORTGAGE,,DEBTCONSOLIDATION,C,18719,9.96,0.374,N,9,0
43,102767,OTHER,4.1,EDUCATION,A,29785,9.67,0.29,N,24,1
62,66070,OWN,1.7,VENTURE,A,10066,10.88,0.152,N,18,0
21,51526,MORTGAGE,13.8,MEDICAL,A,9598,12.97,0.186,N,2,0
44,42652,MORTGAGE,2.6,EDUCATION,B,21972,11.02,0.515,N,27,1
52,32465,RENT,7.6,PERSONAL,E,19724,5.0,0.608,N,15,1
42,72436,OWN,7.3,EDUCATION,A,3491,14.4,0.048,N,12,0
45,24414,RENT,2.5,HOMEIMPROVEMENT,D,30197,11.55,1.237,N,5,1
58,28347,RENT,4.3,MEDICAL,C,12349,12.23,0.436,N,18,1
33,51347,MORTGAGE,17.1,DEBTCONSOLIDATION,A,12312,9.56,0.24,N,23,0
